username,tweet_url,full_text
eedhmwn,https://x.com/eedhmwn/status/1788449899450638409,@MuhadklyAcho debu debu intan ga tuh *sambil pegangin encok yg mulai sakit2 wktu bangun tidur*
Rizkypyk,https://x.com/Rizkypyk/status/1783825085255799252,PLN mendapat apresiasi atas fasilitas SPKLU di Sumatra memberikan dukungan yang signifikan selama arus mudik Lebaran 2024 #PLNuntukIndonesia https://t.co/FtJc0PGbLC
Nicoadic,https://x.com/Nicoadic/status/1753292196185583714,@ainunrozi @tanyakanrl Sebenarnya udah ada subsidi lumayan gede tapi penerima manfaatnya terlalu banyak sehingga nominalnya juga akan berkurang. Lalu pengeluaran KAI juga terlalu besar ya efek BUMN selalu untuk jadi bancaan penguasa nyaris gaada BUMN yang sehat keuanganya
CecepLagi,https://x.com/CecepLagi/status/1790590480205627871,@lhayesno Teknologi masa depan kemdaraan adalah mesin hidrogen.
tangselupdates,https://x.com/tangselupdates/status/1783905686927352031,Kesiapan SPKLU PLN Diapresiasi Pemudik: Kehadiran sebanyak 1.299 unit SPKLU PT PLN (Persero) selama masa mudik dan balik Idul Fitri 1445 H dirasa sangat membantu para pemudik. Dengan tersebarnya lokasi-lokasi SPKLU ini pengguna https://t.co/PRkrBLOTPr via @kabar_tangsel
okezonenews,https://x.com/okezonenews/status/1795730694012043578,Bakal Meluncur di GIIAS 2024 Ini Penampakan Mobil Listrik China Pesaing TeslaÂ https://t.co/TmQVr0f4mn
investorgabut,https://x.com/investorgabut/status/1789883749879947295,Buat yg mo beli mobil jgn buru2 krn skrg trendnya udah beralih ke mobil listrik tp harga EV itu sendiri lg turun terus seiring meningkatnya pasokan di China sana malah sudah oversupply. Nanti akan ada masanya harga BYD atau bahkan Tesla cuma 100 jutaan baru deh kita beli.
kompascom,https://x.com/kompascom/status/1795254679225639274,Divisi performa Toyota yaitu Gazzo Racing atau GR belum tertarik mengembangkan mobil listrik performa tinggi. https://t.co/Z7ET1sLtnn
indragoenawan,https://x.com/indragoenawan/status/1788428189112688846,@MuhadklyAcho Kata mas yang itu ada solusi konkret? 
dyah_kunc,https://x.com/dyah_kunc/status/1753693155814481926,Subsidi mobil listrik masih jalan? 
zaalfaris,https://x.com/zaalfaris/status/1785618771358724265,Gelagapan cari spklu kalau pas kehabisan batere di jalan plus ngisinya lama
HistoriDunia2,https://x.com/HistoriDunia2/status/1746834137187860688,Pada tahun 1947 dua tahun setelah kekalahan Jepang di Perang Dunia 2 perusahaan mobil Jepang bernama Tokyo Electro Automobile Co.* mampu mengembangkan kendaraan listrik bernama TAMA yang dapat menempuh perjalanan sejauh 65 kilometer dengan satu kali pengisian baterai dengan https://t.co/Bs4J0WNSXo
civble,https://x.com/civble/status/1794089465520222565,PLN telah menyiagakan infrastruktur charging station sebanyak 52 unit yang terdiri dari 12 unit SPKLU Ultra Fast Charging 20 unit SPKLU Standard Charging dan 20 unit SPLU (Stasiun Pengisian Listrik Umum) generasi 2. #PLNuntukIndonesia #PLN #Info https://t.co/fVARqG0Vpl
TabletoskadonIm,https://x.com/TabletoskadonIm/status/1744277848305832001,Subsidi Mobil motor listrik? 
mindlipstick,https://x.com/mindlipstick/status/1786988796128694338,@AzzamIzzulhaq Rasanya sesak pernah bisa tp kemudian dilumpuhkan. Knp industri pesawat terbang kt dimatikan Pak? Krn kt bkn negara anggota pemilik Hak Veto PBB &amp; kt punya Presiden setelah Pak Harto &amp; Pak Habibie yg tdk punya orientasi utk menyelamatkan &amp; menyempurnakan konstitusi &amp; bangsanya.
HajiBajuri,https://x.com/HajiBajuri/status/1760746500349677734,@sociotalker Artinya Sendok dan Garpu listrik 
jonmamau,https://x.com/jonmamau/status/1760811607494660494,@sociotalker Hilirisasi sendok garpu.
vernandozz,https://x.com/vernandozz/status/1795939101868437861,@erasmus70 Skrg Mobil listrik impor diberi subsidi... kuranglebih aja permainan nya https://t.co/AWBe50JVRW
VIVAcoid,https://x.com/VIVAcoid/status/1769812543823110349,Menteri Bahlil Sebut Pabrik Baterai Mobil Listrik Pertama di RI Siap Produksi https://t.co/qjFRA9WWQs #Ramadan https://t.co/sKjqg2j8Yr
plndisjatim,https://x.com/plndisjatim/status/1788166815329440094,Electrizen Ternyata mengisi daya mobil listrik itu simple banget loh! Buat kamu yang mau punya mobil listrik wajib simak video diatas ya. Dengan langkah-langkah tersebut dulur semua bisa semakin mudah menggunakan SPKLU agar kendaraan listrik siap melaju! #PLNMobile #SPKLUPLN https://t.co/DcrDEeFQsS
firmaninside,https://x.com/firmaninside/status/1790347114389918121,@lhayesno Pindah ke transport umum aja
Samudra_Biru90,https://x.com/Samudra_Biru90/status/1785329891770339498,@kompascom udah kemahalan buatan cina lagi aaarrgh... . . .
nda_shendrayadi,https://x.com/nda_shendrayadi/status/1790331399389773948,@lhayesno 300jt pas mau beli batrenya pasti bimbang beli batre apa beli mobil baru lagi 
Bisniscom,https://x.com/Bisniscom/status/1794774138135208349,Eropa Was-was Biden Kenakan Tarif Tinggi Mobil Listrik 'Made in China' https://t.co/XhjjKfSXzK
apanyai2,https://x.com/apanyai2/status/1790308288900501856,@lhayesno Apakah sudah ada rencana pabrik pengolahan limbah baterai mobik/motor/sepeda listrik?
firmannurzaman,https://x.com/firmannurzaman/status/1790304183087980597,@lhayesno Ada EV kalo gak salah merk Vinfast mrk ada program cicil/sewa batre Rp1 5 atau 1 7juta per bulan. Jadi baterenya full garansi kalo rusak/soak langsung claim minta baru.
cj_1010_1414,https://x.com/cj_1010_1414/status/1788427179803701616,@MuhadklyAcho Saya suka jalan kaki. Tapi dianggap aneh
kompascom,https://x.com/kompascom/status/1795727669830746421,Domo Hybrid EV resmi meluncur siapkan layanan buat mobil hybrid dan listrik dari maintenance sampai ganti baterai https://t.co/awdzEpeJMp
WulingMotorsID,https://x.com/WulingMotorsID/status/1759035363723825435,Ini dia hal-hal yang perlu diketahui tentang baterai mobil listrik sebelum menggunakan kendaraan listrik. Yuk simak penjelasan baterai Air ev di sini! https://t.co/2K0BDu4ilj
kompascom,https://x.com/kompascom/status/1791640867922657646,Wuling menyebutkan kebiasaan menggunakan fast charging atau ultra fast charging bisa meningkatkan risiko menurunnya kesehatan baterai mobil listrik. https://t.co/JcotvmTmfi
convomf,https://x.com/convomf/status/1795067027633131730, CALLING FOR RESPONDEN Haii temen-temenn adakah disini yang punya mobil listrik? contohnya Wulling Air Hyundai Ioniq dll. Kalau ada apakah berkenan jadi responden skripsii akuu? Kalo ada replyy ya nanti aku ketuk dmnya Terimakasih semoga akan ada hal baik (cont..) https://t.co/PwmZYkihGp
f_yathir,https://x.com/f_yathir/status/1789189817248718849,@NOTASLIMBOY Sparepart mobil listrik itu nggak sebanyak mobil BBM tapi harganya jauh lebih mahal dibandingkan mobil BBM. Jangan dibeli.
Jajangbung5u,https://x.com/Jajangbung5u/status/1786402335964717405,@AzzamIzzulhaq Jati kasilih ku junti carita anhengna karuhun tinggal carita
Devterians,https://x.com/Devterians/status/1752548987482296824,@worksfess Kerja di Jakarta ya pake transportasi umum lah ada infrastruktur memadai tapi malah maunya pake kendaraan pribadi mobil pula hadeuh.
VIVAcoid,https://x.com/VIVAcoid/status/1785364635820187858,Voltron Hadirkan SPKLU Ultra Fast Charging di Living World Apa Saja Kelebihannya? https://t.co/KCZad38UHG
tanz_77,https://x.com/tanz_77/status/1786657398503186553,@AzzamIzzulhaq Repelita VI itu era tinggal landas wapresnya Habibie ...tp ya gitu malah kandas
willdidntsleep,https://x.com/willdidntsleep/status/1786463052805878010,@AzzamIzzulhaq Untuk engine jet nya produksi sendiri kah om? Atau pakai sistem OEM ngambil dari Rolls-Royce Pratt &amp; Whitney atau General Electric?
XWeb15,https://x.com/XWeb15/status/1788438992561783289,@MuhadklyAcho Lagi lagi inlander malas 
VIVAcoid,https://x.com/VIVAcoid/status/1795071744971321839,Beruntung Banget Orang Ini Dikasih Mobil Listrik Harga Miliaran Rupiah https://t.co/r13VBbmeWl
virgotiaaa,https://x.com/virgotiaaa/status/1750410385826738184,Ternyata proses menciptakan mobil listrik aja cenderung beri dampak buruk jg ke lingkungan..blm lagi industri
VIVAcoid,https://x.com/VIVAcoid/status/1793958897566527857,Daftar Kendaraan yang Kebal Ganjil-Genap Puncak Bogor Gimana Mobil Listrik? https://t.co/3KYWJTBASI
SugionoLil5245,https://x.com/SugionoLil5245/status/1775824901120888880,@detikcom Harta hanya titipan sementara dari Allah 
hariankompas,https://x.com/hariankompas/status/1790367494865363446,Seagull menjadi produk mobil listrik berbasis baterai buatan perusahaan China BYD yang membuat penasaran banyak orang. https://t.co/HPL1Y5gkX0 #VideoBerita #AdadiKompas
detikcom,https://x.com/detikcom/status/1741684423656165757,Teknologi Baterai Terbaru Pangkas Waktu Charging Kendaraan Listrik Teknologi yang mampu meningkatkan jangkauan sekaligus mengurangi waktu pengisian daya kendaraan listrik akan segera diadopsi oleh banyak mobil. https://t.co/LO5J5WOvva #detikinet
riyomuse,https://x.com/riyomuse/status/1760910468145963311,@sociotalker JANGANBANYAK BACOT MOBIL ESEMKA KELARIN GOBLOK
detikcom,https://x.com/detikcom/status/1775018319361548713,BYD semakin mengukuhkan dirinya sebagai produsen mobil listrik nomor satu di dunia. Mereka barub saja mencatatkan produksi 7 juta kendaraan ramah lingkungan. https://t.co/EE3EbrcT0M
katadataoto,https://x.com/katadataoto/status/1795683124334260245,Prioritaskan teknologi hybrid bos Toyota GR enggan produksi mobil listrik untuk isi lini performa tinggi https://t.co/X6pVHWSi1j
DS_yantie,https://x.com/DS_yantie/status/1790197568397533533,@lhayesno Aku mau beli sepeda listrik aja mikir nya udah hampir setahun 
ganruddy,https://x.com/ganruddy/status/1790354444426895828,@lhayesno Jadi penasaran sm mobil listrik yg sudah lama (prius dkk) sm kondisi baterai setelah bertahun-tahun apa iya lgsg ganti sak glondong gitu ya?
Azzam_azhar13,https://x.com/Azzam_azhar13/status/1784465666713829701,@ucoksolo73 @txtdrbekasi Iya jangan sampai yang nggak pake mobil listrik kena dampak biaya listrik tambah mahal
AhmadGozali,https://x.com/AhmadGozali/status/1754811368497422576,Presiden Indonesia punya kewenangan apa? Bisa bilang proyek tanpa APBN setelah disetujui terus diralat jadi pakai APBN. Bisa alokasikan 10%+ APBN cuma buat makan siang gratis. Bisa kasi subsidi mobil listrik tapi kurangi subsidi pupuk.
hariankompas,https://x.com/hariankompas/status/1755108022764900377,Chery menawarkan harga mobil listrik Omoda E5 yang lebih murah untuk 1.000 pembeli pertama. #Kendara #AdadiKompas https://t.co/jxagm97NeE
salamaestro,https://x.com/salamaestro/status/1785325354158301538,@ridwanhr Karena demand EV ternyta tidaklah setinggi itu. Tesla jg dengar2 mulai banting harga skrg.
IqbaalMustafa,https://x.com/IqbaalMustafa/status/1752610980583129557,@worksfess Mobil listrik yang tamlilannya bagus yang pasti wuling binguo. Mantap
BUMN_BDG_Beda,https://x.com/BUMN_BDG_Beda/status/1784844579382206639,Kini PLN sudah menghadirkan Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) di seluruh rest area yang tersebar di sepanjang Tol Trans Sumatra-Jawa. #MudikAsyikPLN2024 #SPKLUPLN #SPKLUPLNLebaran #MudikAsyikPLN #PLNSiagaIdulFitri1445H #PLNUntukIndonesia #PLNSiagaRamadan https://t.co/e3pc0bswYd
EbiWanKenobi,https://x.com/EbiWanKenobi/status/1789128123361189988,@NOTASLIMBOY Gak apalah macam advance access kalo di game mah
arvindj48,https://x.com/arvindj48/status/1790025054798971359,@investorgabut mau under 100jt juga ogah beli EV. ICE jaya jaya jaya
_Banyoe,https://x.com/_Banyoe/status/1767019619137831201,Kira-kira segini biaya produksi iPhone 14 kesayangan anda di Tiongkok.. Skrng bayangkan berapa biaya produksi Mobil Listrik dan diberi subsidi dari pajak kita kemudian dijual kepada Publik. https://t.co/LVkKmarMx1
kamilnaly,https://x.com/kamilnaly/status/1764242339898499285,NJOP tanah 2024 naik 100%++ wkwkw Buat bayarin IKN laknat sama mukbang siang gratis Miskin sekalian dapet bansos Kaya sekalian dapet subsidi mobil listrik dan jalan tol Warga kelas menengah pake motor emang target palak negara
asfan_warah,https://x.com/asfan_warah/status/1786669244631142776,@AzzamIzzulhaq Dulu itu setiap anak2 bercita2 pengen jadi spt Habibie sekolah tinggi dan pinter ... Skrg anak2 lebih suka jd YouTuber Tiktoker atau selebgram. Sekolah gk penting yg penting tau ordal nanti semuanya bisa diatur.
BerkahWidodo6,https://x.com/BerkahWidodo6/status/1785234843527438668,@kompascom Mantap harga cloud ev byk benefitnya fitur adas lengkap gokil
Qurni48,https://x.com/Qurni48/status/1790199521156448455,@lhayesno Msh lbh efesien mbl BBM kl gitu
tvOneNews,https://x.com/tvOneNews/status/1793493862549541108,Targetkan 13 Juta Motor Listrik di 2030 Pemerintah Akan Beri Subsidi Hingga 455 Juta Dolar AS Setara Rp7 2 Triliun: Untuk menutup disparitas harga pemerintah Indonesia memberikan insentif pajak dan subsidi untuk mobil listrik mobil hibrida dan sepeda https://t.co/WZu7mPPdCB https://t.co/e1AZv0mvj0
soloposdotcom,https://x.com/soloposdotcom/status/1764280455149634027,Daftar Harga Mobil Listrik di Indonesia Termurah sampai Termahal https://t.co/62b8XCNHye https://t.co/DvGL8v4Ow3
pinguindonesia,https://x.com/pinguindonesia/status/1752675566116094376,@wisnusuryapr Abis itu student loan banyak yang ngk bayar. Akhirnya negara yang nanggung. 
BabangIqball,https://x.com/BabangIqball/status/1788421370336227513,@MuhadklyAcho Siap menuju Indonesia Emas 3045 
crypto_jakarta,https://x.com/crypto_jakarta/status/1782459568284631140,@SelebtwitMobil Mobil listrik kalau dijual bekas sisa 10% dari harga baru nya. Haha
DiegoKlinik,https://x.com/DiegoKlinik/status/1790281240874291261,@lhayesno Untung rugi beli mobil mainan anak charge harga dulu 3 JT. Sama beli motor jadul Shogun harga mirip. Motor masih bisa dipake dan masih ada bentuk motornya mobil mainan udah entah kapan dimana kau berada.
WulingMotorsID,https://x.com/WulingMotorsID/status/1771824282235986367,Pengen tahu seluk-beluk baterai mobil listrik? Mulai dari jenis-jenisnya kapasitas hingga harganya? Yuk baca selengkapnya sekarang juga! https://t.co/Uyw44wuKML
setyodiwantoro,https://x.com/setyodiwantoro/status/1786708748033204289,@AzzamIzzulhaq Wkwkwkwk waktu dan tempat dipersilahkan min untuk orasi ilmiahnya @indoflyer 
IcegoldKopi,https://x.com/IcegoldKopi/status/1790593731680469460,@DoankWarto Kalau saya Setuju alasan dampak nya : 1. Biar ga macet 2. Biar Negara pembuat motor (Sdh lah kali ini biar Indonesia yg kaya) 3. Kalaupun berubah menjadi motor listrik (bisa gak brand Indonesia Pembuatan nya di Indonesia) 4. Kl Bs harga motor/
darmanblitz,https://x.com/darmanblitz/status/1790277115960865189,@lhayesno Ban interior mobil make up bodynya wifer dll.
Samudra_Biru90,https://x.com/Samudra_Biru90/status/1788455053164159120,@MuhadklyAcho Indonesia memang tempat untuk juara2 yang malas-malas saja . . . . Selamat ya .. . . . . . Oiya Indonesia juga negara yang penduduknya paling malah makan sayur sedunia . . . . . . . . . . . . . . . . . .
detikcom,https://x.com/detikcom/status/1775380707277238386,Mobil listrik Xiaomi SU7 yang sudah dikendarai di jalan raya China menemui banyak masalah. https://t.co/DcrpRxxuHY
dari_oslo,https://x.com/dari_oslo/status/1795425070086840643,@Udang_Rebon3 @AfifFuadS Yg penting pake baju loreng buat gagah3an
UCIKINI,https://x.com/UCIKINI/status/1790056398316822747,mereka ini mikir dampak limbah baterai kendaraan listrik 20 tahun kedepan gak sih? Apa cuma cuan isi kepalanya https://t.co/dxq0xLM2Od Menteri Investasi/Kepala BKPM Bahlil Lahadalia yakin Indonesia dan Australia dapat menjadi kekuatan besar industri baterai mobil listrik dunia
rmol_id,https://x.com/rmol_id/status/1794377671952175608,Dibanderol Rp300 Jutaan Mobil Listrik Murah Asal China Siap Masuk Pasar Eropa https://t.co/kvKDcUJ10Z
ZrahayuRahayu,https://x.com/ZrahayuRahayu/status/1789454102768009719,@CNNIndonesia Kalo emang bener peduli kemanusiaan boikot mobil listrik aja krn baterai mobil listrik itu problematik. Misal penambangan nikel dan mineral lain dampak lingkungan buat bangsa kita jelas. https://t.co/k366GWVZjq
tempodotco,https://x.com/tempodotco/status/1785884314225541313,Voltron Sediakan SPKLU Ultra Fast Charging di Living World Simak Tarifnya https://t.co/cO99kDrbZQ #GoOto
G0att___,https://x.com/G0att___/status/1789946464149389640,@investorgabut Betul karna pabrik bakal semakin efisien dan jumlahnya banyak jadi masih cuan kalo dijual cepe pun
Apllusan,https://x.com/Apllusan/status/1767767863996391778,Noh opung kalo mau bikin kongser eksklusif benerin dulu public transportation nya. Jangan malah subsidi mobil listrik mah....
SINDOnews,https://x.com/SINDOnews/status/1794936705025487087,Baterai Mobil Listrik Canggih Solid State Baru Bisa Diproduksi Masal 2026 https://t.co/sWcYdCMe5C
smarthadinata,https://x.com/smarthadinata/status/1790283765199384791,@lhayesno Idealnya ya dibandingkan total biaya pertahunnya.. Seluruh biaya yg timbul baik mobil listrik maupun BBM.. Dan ingat bandingkan mobil dengan level yg sama jangan bandingkan ioniq dengan mobil gocar.. 
jenengku_aslam,https://x.com/jenengku_aslam/status/1763044704105660807,Subsidi mobil dan motor listrik adalah solusi!! Genjot penjualan kendaraan listrik!!! 
VIVAcoid,https://x.com/VIVAcoid/status/1781547486840291817,Mobil Listrik Vinfast Pakai Sistem Sewa Baterai Segini Biayanya https://t.co/f6pvOvFFKT
WisanggeniLagi,https://x.com/WisanggeniLagi/status/1764648604139130992,Kalah lagi sama tetangga kira2 kenapa gengs??? https://t.co/gfiupRg3QC BMW akan membangun pabrik baterai dan mobil listrik di Thailand. BMW akan memproduksi mobil listrik di negara itu pada tahun depan.
iindrianto66,https://x.com/iindrianto66/status/1790295560798531894,@lhayesno Inget gak jaman nokia atau bb nanti juga ada yg jual battery kw double power harga lebih murah
vularoid,https://x.com/vularoid/status/1796010452217926095,@kumparan bentar lg mobil bensin second yg kaga laku
GNET888,https://x.com/GNET888/status/1788434437740658869,@MuhadklyAcho If aku::setiap hari jalan kaki &gt; min 1KM sampai 5 KM sehari &gt; disaat kerja Jualan dari pasar tradisional sampai keperkampungan dan gang2 kecil. Rasanya tanpa tidak langsung bikin sehat badan dan tidak mudah sakit. Walaupun sakit cepat juga pulihnya .
KontanNews,https://x.com/KontanNews/status/1768928964171727094,Tesla Menaikkan Harga Jual Mobil Listrik Model Y https://t.co/k9zBrz8xtN #MobilTesla
FarilStudents,https://x.com/FarilStudents/status/1760859321305571489,@sociotalker buat bayar utang yg dibikin rezim jokowi
Tadinyamaubucin,https://x.com/Tadinyamaubucin/status/1753265926953451529,@ainunrozi @tanyakanrl Tetep all in
Ading_Fardhy,https://x.com/Ading_Fardhy/status/1789251798534099245,@NOTASLIMBOY Molis = mobil listrik
SilangitEdward,https://x.com/SilangitEdward/status/1785234590711546074,@kompascom Wuihh udh bisa pesen cloud ev. Murahhh
rmuharramn_,https://x.com/rmuharramn_/status/1777679396671029541,Angin kaga punya katepe wooy!!! Makan tuh subsidi mobil/motor listrik tapi listriknya dari ngolah batu bara. Oiya yg bikin kebijakan punya usaha batu bara... lupa saya
Palakicil,https://x.com/Palakicil/status/1742884204705399208,rill wkwk. yang gasuka sama anies adalah golongan orang2 yg ngedukung kebijakan pemerintah kmrn perkara subsidi mobil listrik. tolol
boboho_disini,https://x.com/boboho_disini/status/1788436605344284845,@MuhadklyAcho @redrory1997 ajakin orang2 malas ini pii @kakmip @riapenyabar @salsdomination @Gitasaraswatiya
Kesetkaki0,https://x.com/Kesetkaki0/status/1786548010794778801,@AzzamIzzulhaq Mudah2an harga tiket pesawat bisa turun
lhayesno,https://x.com/lhayesno/status/1790192362809090462,Matematika/ Untung Rugi beli mobil listrik. Produk hanya sebagai ilustrasi Misal Ionic 5 seharga mulai dari 680 juta. Bila penggunaannya benar. Kalian harus ganti baterainya. Anggap saja 6 tahun pakai (ibarat ponsel 6 tahun pakai baterai jelas sudah tidak layak). Harga https://t.co/JrzBpVkrJr
marsudi_rebond,https://x.com/marsudi_rebond/status/1795983819683594701,@kumparan jangankan mobil motor listrik aja susah trganjal harga batery yg mahal kl udah soak.kl bisa pake batery alkaline mah beli dah.....
ikhwanuddin,https://x.com/ikhwanuddin/status/1766651100990484735,@_gamalan lembaga dan warga tetep di bawah tanggung jawab pemerintah mas subsidi sawit triliunan aja bisa subsidi mobil listrik bisa bikin aturan kesejahteraan ke Guru Swasta masa ga bisa
Cappucino_milx,https://x.com/Cappucino_milx/status/1753244305026920804,@ainunrozi @tanyakanrl Kan regulatornya merangkap pelaku pasar bang ya sambil menyelam minum air
hariankompas,https://x.com/hariankompas/status/1758482193167327476,Pasar akan dapat membentuk harga jual kembali mobil listrik 3-5 tahun ke depan. #Ekonomi #AdadiKompas https://t.co/AdbCByOkQm
pln_kalselteng,https://x.com/pln_kalselteng/status/1795017052089970883,Kabar baik untuk para pengguna Electric Vehicle (EV) PT PLN (Persero) Unit Induk Distribusi Kalimantan Selatan dan Kalimantan Tengah (UID Kalselteng) kembali memberikan kenyamanan dengan hadirnya satu unit SPKLU tipe Slow Charging AC Kapasitas 7 3 kilowatt (kW) https://t.co/L8Z3ofQozp
Aldi93ald,https://x.com/Aldi93ald/status/1790342746638831920,@lhayesno Setelah 6 tahun bayar 300 jt untuk ganti batere tetap mobil lama? Mobil bbm setelah 6 tahun tambah 300 jt dapat mobil baru
ipanase,https://x.com/ipanase/status/1759281977436577874,Ada pemirsa yang punya mobil listrik Mercedes-Benz ? #charger #voltron#mobilistrik #ev #MercedesBenz #mercy Mercedes-Benz Gandeng Voltron Untuk Jaringan Stasiun Pengisian Baterai Kendaraan Listrik Di Indonesia https://t.co/MKNXAIDGlO lewat @ipanase
Ashabulcafe,https://x.com/Ashabulcafe/status/1786416281564090595,@AzzamIzzulhaq Pesawat yang ditukar ketan itu bukan?? Mengapa ditukar ketan?
detikcom,https://x.com/detikcom/status/1750439613838098445,Ilmuwan MIT telah mengembangkan bahan baterai yang lebih berkelanjutan dan ramah lingkungan untuk mobil listrik. Bukan LFP ataupun nikel bahan baterainya apa ya? Via @detikedu https://t.co/pLeHczgwXC
satrionurhasan,https://x.com/satrionurhasan/status/1785311199451836451,@ridwanhr Di marinda center ada parkiran buat naruh unit barunya nih pak gub
bangonae,https://x.com/bangonae/status/1788423007540785209,@MuhadklyAcho Apalagi kawasan kabupaten buat pejalan kaki tuh jalannya kek jalur offroad dimana waktu kering berdebu bgt klo hujan becek bgt 
Bisniscom,https://x.com/Bisniscom/status/1788119429307613322,Agar Lebih Awet Simak Tips Merawat Baterai Mobil Listrik https://t.co/iw2WowoCuG
G4C0AN,https://x.com/G4C0AN/status/1781472571294421373,@SelebtwitMobil meanwhile ioniq 5 kantor gw yg battery healthnya udh 92% n udh jalan over 30k km slama 2 thn bcs dipake tiap hari pp kantor can't relate despite gw masih miskin actually (anw ioniq 5 punya kantor/bos gw yg dimaksud itu issa actually 'dihibahin' kuncinya ke gw n i drove it)
travoice0401,https://x.com/travoice0401/status/1791794499850744083,Electrizen Dalam menyambut arus balik Idul Fitri 1445 H PLN bersama Inspektorat Jenderal Kementerian ESDM RI telah memastikan kesiapan SPKLU untuk melayani kendaraan listrik. Mereka melakukan pengecekan di 10 lokasi di Provinsi Banten yang menjadi jalur mudik. #PLN https://t.co/qbsXiAoodO
SevensRoad77,https://x.com/SevensRoad77/status/1790361279846326658,@lhayesno Ya coba lu pikirin harga baterainya 5-6 thn kedepan apa msh segitu?
shasimi99,https://x.com/shasimi99/status/1788425805250670714,@MuhadklyAcho Kamu punya solusi konkret ga 
pln_jabar,https://x.com/pln_jabar/status/1785131488666898683,Salah satu pengunjung SPKLU PLN ULP Cipayung yang merupakan wisatawan berasal dari Malaysia memberikan testimoni terkait fasilitas yang tersedia. Berwisata dengan mobil listrik lebih asik dan efisien #pln #plnjabar #plnbogor #plnmobile #spklu #spklupln #puncak #puncakbogor https://t.co/2D6T1mebXE
CNNIndonesia,https://x.com/CNNIndonesia/status/1790956187825123423,Dampak Ultra Fast Charging untuk Mobil Listrik Usai 7 Tahun Pakai https://t.co/yghcR9Dn59
XueYaman,https://x.com/XueYaman/status/1752185167282937875,@detikcom @gibran_tweet ternyata memang benar nikel itu bakal jadi bahan baterai kw2 ...
hari_bdl,https://x.com/hari_bdl/status/1789273719782932881,@NOTASLIMBOY Banting harga apa berarti sebelumnya ambil untung kegedean?
kompasiana,https://x.com/kompasiana/status/1750518434755170376,Dampak Mobil Listrik terhadap Usaha Tradisional: Potensi Penutupan dan Adaptasi https://t.co/bOZONFirfQ
CMTGforwarder,https://x.com/CMTGforwarder/status/1787755262184665307,@AzzamIzzulhaq @ganarmdhn Mobil listrik anak bangsa dijegal karena gagal lolos uji emisi ???
detikcom,https://x.com/detikcom/status/1765598751253565828,Wuling Bingo terbaru meluncur di China dengan nama Bingo Plus. Begini spesifikasi mobil listrik yang dijual mulai harga di bawah Rp 200 juta itu. https://t.co/r5jzzbXmQi